Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
4421,CA-2016-163090,11/17/2016,11/21/2016,Second Class,GH-14665,Sai Joshi,Consumer,India,Surat,Gujarat,232781,Central,OFF-SU-10002537,Office Supplies,Supplies,Acme Box Cutter Scissors,40.92,5,0.2,3.069
4422,CA-2015-117016,3/4/2015,3/9/2015,Standard Class,SC-20095,Aarav Naidu,Consumer,India,Udaipur,Rajasthan,316544,South,OFF-AR-10001374,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",15.552,3,0.2,2.3328
4423,CA-2018-159464,5/18/2018,5/19/2018,First Class,TB-21355,Kavya Reddy,Corporate,India,Warangal,Telangana,153982,South,OFF-AP-10001492,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",17.24,2,0,4.4824
4424,CA-2018-159464,5/18/2018,5/19/2018,First Class,TB-21355,Riya Kale,Corporate,India,Hyderabad,Telangana,570869,South,FUR-BO-10003546,Furniture,Bookcases,Hon 4-Shelf Metal Bookcases,302.94,3,0,75.735
4425,CA-2018-159464,5/18/2018,5/19/2018,First Class,TB-21355,Isha Naidu,Corporate,India,New Delhi,Delhi,534197,South,TEC-PH-10002185,Technology,Phones,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,34.75,5,0,15.6375
4426,CA-2018-159464,5/18/2018,5/19/2018,First Class,TB-21355,Isha Chavan,Corporate,India,Pune,Maharashtra,345340,South,OFF-BI-10000315,Office Supplies,Binders,Poly Designer Cover & Back,113.94,6,0,54.6912
4427,CA-2018-159464,5/18/2018,5/19/2018,First Class,TB-21355,Atharva Shah,Corporate,India,Surat,Gujarat,435226,South,TEC-PH-10002350,Technology,Phones,Apple EarPods with Remote and Mic,55.98,2,0,15.6744
4428,US-2018-103226,9/22/2018,9/28/2018,Standard Class,DW-13195,Yash Kale,Corporate,India,Coimbatore,Tamil Nadu,153208,West,OFF-PA-10002666,Office Supplies,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes,27.18,3,0,12.231
4429,CA-2018-119452,3/21/2018,3/27/2018,Standard Class,CL-12565,Rahul Kale,Consumer,India,Hyderabad,Telangana,325238,Central,FUR-CH-10004495,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black",1805.88,6,0,523.7052
4430,CA-2018-147725,9/14/2018,9/14/2018,Same Day,LT-17110,Sakshi More,Consumer,India,Jaipur,Rajasthan,334371,East,OFF-AR-10001725,Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,70.95,3,0,18.447
4431,CA-2017-168893,11/3/2017,11/8/2017,Second Class,AP-10915,Neha Reddy,Consumer,India,Nashik,Maharashtra,124045,South,OFF-FA-10002280,Office Supplies,Fasteners,Advantus Plastic Paper Clips,20,4,0,9.6
4432,CA-2017-168893,11/3/2017,11/8/2017,Second Class,AP-10915,Shruti Reddy,Consumer,India,Pune,Maharashtra,440092,South,OFF-AR-10001770,Office Supplies,Art,Economy #2 Pencils,7.98,3,0,2.0748
4433,CA-2017-168893,11/3/2017,11/8/2017,Second Class,AP-10915,Priya Kale,Consumer,India,Thiruvananthapuram,Kerala,224514,South,FUR-FU-10002885,Furniture,Furnishings,Magna Visual Magnetic Picture Hangers,24.1,5,0,9.158
4434,CA-2017-168893,11/3/2017,11/8/2017,Second Class,AP-10915,Aditi Singh,Consumer,India,Bhopal,Madhya Pradesh,310058,South,OFF-AR-10003772,Office Supplies,Art,Boston 16750 Black Compact Battery Pencil Sharpener,8.75,1,0,2.625
4435,CA-2017-168893,11/3/2017,11/8/2017,Second Class,AP-10915,Sneha Nair,Consumer,India,Kochi,Kerala,352723,South,FUR-TA-10003392,Furniture,Tables,Global Adaptabilities Conference Tables,842.94,3,0,160.1586
4436,CA-2017-163398,5/3/2017,5/8/2017,Standard Class,CB-12415,Vivaan Mehta,Consumer,India,New Delhi,Delhi,368186,Central,OFF-BI-10000014,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,2.182,1,0.8,-3.6003
4437,CA-2017-163398,5/3/2017,5/8/2017,Standard Class,CB-12415,Neha Patil,Consumer,India,New Delhi,Delhi,621938,Central,OFF-AR-10003217,Office Supplies,Art,Newell 316,27.384,7,0.2,2.7384
4438,CA-2017-163398,5/3/2017,5/8/2017,Standard Class,CB-12415,Sai Reddy,Consumer,India,Udaipur,Rajasthan,595020,Central,OFF-AP-10002403,Office Supplies,Appliances,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,26.406,3,0.8,-71.2962
4439,CA-2017-162726,12/27/2017,1/2/2018,Standard Class,MT-17815,Kavya Patil,Consumer,India,New Delhi,Delhi,578320,Central,OFF-PA-10001972,Office Supplies,Paper,Xerox 214,10.368,2,0.2,3.6288
4440,CA-2017-162726,12/27/2017,1/2/2018,Standard Class,MT-17815,Aditya Kulkarni,Consumer,India,Jaipur,Rajasthan,473810,Central,OFF-PA-10004041,Office Supplies,Paper,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",23.68,4,0.2,7.4
4441,US-2017-111290,7/22/2017,7/26/2017,Standard Class,DK-13375,Aditi Patil,Consumer,India,Kolkata,West Bengal,431349,Central,TEC-AC-10004975,Technology,Accessories,Plantronics Audio 995 Wireless Stereo Headset,109.95,1,0,36.2835
4442,US-2017-111290,7/22/2017,7/26/2017,Standard Class,DK-13375,Rahul Kulkarni,Consumer,India,Indore,Madhya Pradesh,266669,Central,OFF-ST-10001932,Office Supplies,Storage,Fellowes Staxonsteel Drawer Files,965.85,5,0,135.219
4443,US-2017-111290,7/22/2017,7/26/2017,Standard Class,DK-13375,Vivaan Patel,Consumer,India,Indore,Madhya Pradesh,506234,Central,OFF-AR-10001761,Office Supplies,Art,Avery Hi-Liter Smear-Safe Highlighters,29.2,5,0,10.512
4444,US-2017-111290,7/22/2017,7/26/2017,Standard Class,DK-13375,Vihaan Shah,Consumer,India,Kochi,Kerala,320986,Central,OFF-PA-10002262,Office Supplies,Paper,Xerox 192,32.4,5,0,15.552
4445,US-2015-147704,11/16/2015,11/21/2015,Standard Class,SR-20740,Sai Singh,Home Office,India,Mumbai,Maharashtra,412828,Central,OFF-EN-10004483,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",78.35,5,0,36.8245
4446,US-2015-147704,11/16/2015,11/21/2015,Standard Class,SR-20740,Nikhil Patel,Home Office,India,Kochi,Kerala,559721,Central,OFF-PA-10003270,Office Supplies,Paper,Xerox 1954,31.68,6,0,14.256
4447,US-2015-147704,11/16/2015,11/21/2015,Standard Class,SR-20740,Yash Gupta,Home Office,India,Warangal,Telangana,643984,Central,OFF-BI-10001634,Office Supplies,Binders,Wilson Jones Active Use Binders,29.12,4,0,14.2688
4448,US-2015-147704,11/16/2015,11/21/2015,Standard Class,SR-20740,Vihaan Sharma,Home Office,India,Nashik,Maharashtra,159660,Central,OFF-ST-10000675,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",169.45,5,0,42.3625
4449,CA-2016-121965,6/19/2016,6/23/2016,Standard Class,LH-17155,Atharva Nair,Consumer,India,Hubballi,Karnataka,301298,West,FUR-FU-10000732,Furniture,Furnishings,Eldon 200 Class Desk Accessories,12.56,2,0,4.0192
4450,CA-2016-121965,6/19/2016,6/23/2016,Standard Class,LH-17155,Sneha More,Consumer,India,Hubballi,Karnataka,315269,West,OFF-PA-10004355,Office Supplies,Paper,Xerox 231,6.48,1,0,3.1104
4451,CA-2016-121965,6/19/2016,6/23/2016,Standard Class,LH-17155,Aarav Chavan,Consumer,India,Bhopal,Madhya Pradesh,274330,West,OFF-EN-10000056,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,186.69,3,0,87.7443
4452,CA-2017-147137,7/4/2017,7/6/2017,First Class,AA-10645,Isha Gupta,Consumer,India,Udaipur,Rajasthan,158071,West,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",25.4,5,0,8.636
4453,CA-2017-147137,7/4/2017,7/6/2017,First Class,AA-10645,Kavya Bhosale,Consumer,India,Siliguri,West Bengal,233323,West,OFF-EN-10003567,Office Supplies,Envelopes,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",43.96,2,0,20.6612
4454,CA-2017-147137,7/4/2017,7/6/2017,First Class,AA-10645,Arjun Reddy,Consumer,India,Warangal,Telangana,231321,West,FUR-BO-10001811,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",1279.165,5,0.15,225.735
4455,CA-2017-147137,7/4/2017,7/6/2017,First Class,AA-10645,Vivaan Singh,Consumer,India,Hyderabad,Telangana,654340,West,OFF-ST-10002486,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,27.92,4,0,0.5584
4456,US-2016-146745,9/3/2016,9/8/2016,Standard Class,AS-10630,Atharva Verma,Home Office,India,Indore,Madhya Pradesh,581181,West,FUR-CH-10002372,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,129.568,2,0.2,-12.9568
4457,US-2016-146745,9/3/2016,9/8/2016,Standard Class,AS-10630,Om Jadhav,Home Office,India,New Delhi,Delhi,183999,West,OFF-BI-10003274,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",6.368,2,0.2,2.1492
4458,CA-2018-115175,8/7/2018,8/12/2018,Standard Class,MC-17575,Neha Mehta,Consumer,India,Chennai,Tamil Nadu,601913,West,OFF-PA-10001878,Office Supplies,Paper,Xerox 1891,244.55,5,0,114.9385
4459,CA-2018-105851,3/13/2018,3/20/2018,Standard Class,SE-20110,Rohan Reddy,Consumer,India,Thiruvananthapuram,Kerala,581273,West,OFF-SU-10002881,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,1332.496,2,0.2,-299.8116
4460,US-2018-125717,9/28/2018,10/1/2018,First Class,DS-13030,Sai Naidu,Home Office,India,Kochi,Kerala,366160,West,FUR-FU-10001979,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,32.776,1,0.2,3.2776
4461,US-2018-125717,9/28/2018,10/1/2018,First Class,DS-13030,Shruti Patil,Home Office,India,Nagpur,Maharashtra,271024,West,OFF-ST-10001522,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",147.184,2,0.2,-29.4368
4462,US-2018-125717,9/28/2018,10/1/2018,First Class,DS-13030,Arjun Sharma,Home Office,India,Indore,Madhya Pradesh,365154,West,TEC-AC-10003657,Technology,Accessories,Lenovo 17-Key USB Numeric Keypad,54.384,2,0.2,1.3596
4463,US-2018-125717,9/28/2018,10/1/2018,First Class,DS-13030,Sakshi Kulkarni,Home Office,India,Hyderabad,Telangana,657218,West,OFF-BI-10001718,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,76.776,4,0.7,-58.8616
4464,US-2018-125717,9/28/2018,10/1/2018,First Class,DS-13030,Ananya Nair,Home Office,India,Vadodara,Gujarat,448707,West,OFF-PA-10003022,Office Supplies,Paper,Xerox 1992,14.352,3,0.2,5.2026
4465,US-2018-125717,9/28/2018,10/1/2018,First Class,DS-13030,Ananya Joshi,Home Office,India,Hyderabad,Telangana,358950,West,OFF-AP-10000891,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,209.792,2,0.2,26.224
4466,CA-2016-163895,8/7/2016,8/11/2016,Standard Class,NS-18640,Ananya Singh,Corporate,India,Hubballi,Karnataka,688619,West,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",3.304,1,0.2,1.1151
4467,CA-2018-168641,11/24/2018,12/1/2018,Standard Class,KA-16525,Meera Deshmukh,Consumer,India,Thiruvananthapuram,Kerala,233103,East,OFF-AR-10003759,Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack",16.38,9,0,7.371
4468,CA-2018-168641,11/24/2018,12/1/2018,Standard Class,KA-16525,Sneha Singh,Consumer,India,Pune,Maharashtra,560801,East,OFF-EN-10003001,Office Supplies,Envelopes,Ames Color-File Green Diamond Border X-ray Mailers,167.96,2,0,78.9412
4469,CA-2018-168641,11/24/2018,12/1/2018,Standard Class,KA-16525,Isha Nair,Consumer,India,New Delhi,Delhi,349416,East,FUR-BO-10000780,Furniture,Bookcases,O'Sullivan Plantations 2-Door Library in Landvery Oak,321.568,2,0.2,-16.0784
4470,CA-2018-168641,11/24/2018,12/1/2018,Standard Class,KA-16525,Atharva Gupta,Consumer,India,Vadodara,Gujarat,605562,East,OFF-PA-10001972,Office Supplies,Paper,Xerox 214,12.96,2,0,6.2208
4471,CA-2018-156895,5/8/2018,5/12/2018,Standard Class,DJ-13510,Vihaan Patil,Corporate,India,Jaipur,Rajasthan,457491,East,FUR-CH-10003535,Furniture,Chairs,"Global Armless Task Chair, Royal Blue",128.058,3,0.3,-23.7822
4472,CA-2018-121300,9/29/2018,9/29/2018,Same Day,MG-17680,Vivaan Mehta,Home Office,India,Nashik,Maharashtra,520765,East,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",63.686,1,0.3,-15.4666
4473,CA-2018-121300,9/29/2018,9/29/2018,Same Day,MG-17680,Yash Jadhav,Home Office,India,Indore,Madhya Pradesh,536738,East,TEC-AC-10004571,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,239.976,3,0.2,65.9934
4474,CA-2018-121300,9/29/2018,9/29/2018,Same Day,MG-17680,Vivaan Kulkarni,Home Office,India,New Delhi,Delhi,183021,East,FUR-TA-10004442,Furniture,Tables,Riverside Furniture Stanwyck Manor Table Series,344.22,2,0.4,-189.321
4475,CA-2018-121300,9/29/2018,9/29/2018,Same Day,MG-17680,Kavya Deshmukh,Home Office,India,Surat,Gujarat,494961,East,OFF-PA-10002787,Office Supplies,Paper,Xerox 227,15.552,3,0.2,5.4432
4476,CA-2018-121300,9/29/2018,9/29/2018,Same Day,MG-17680,Sai Shah,Home Office,India,Kolkata,West Bengal,262469,East,FUR-FU-10004586,Furniture,Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,21.248,4,0.2,7.4368
4477,CA-2018-121300,9/29/2018,9/29/2018,Same Day,MG-17680,Rahul Joshi,Home Office,India,Hyderabad,Telangana,265970,East,OFF-PA-10002606,Office Supplies,Paper,Xerox 1928,8.448,2,0.2,2.64
4478,CA-2018-130211,10/22/2018,10/22/2018,Same Day,BD-11620,Yash Patil,Consumer,India,Vadodara,Gujarat,315043,Central,OFF-ST-10000129,Office Supplies,Storage,Fellowes Recycled Storage Drawers,333.09,3,0,23.3163
4479,CA-2018-130211,10/22/2018,10/22/2018,Same Day,BD-11620,Sai Naidu,Consumer,India,Coimbatore,Tamil Nadu,285304,Central,FUR-TA-10003748,Furniture,Tables,Bevis 36 x 72 Conference Tables,248.98,2,0,54.7756
4480,CA-2015-147235,3/24/2015,3/28/2015,Standard Class,CD-11920,Ananya Patil,Consumer,India,Hyderabad,Telangana,269949,East,OFF-PA-10004948,Office Supplies,Paper,Xerox 190,24.9,5,0,11.703
4481,CA-2017-109365,11/3/2017,11/8/2017,Standard Class,XP-21865,Neha More,Consumer,India,Coimbatore,Tamil Nadu,318670,West,OFF-FA-10001561,Office Supplies,Fasteners,Stockwell Push Pins,15.26,7,0,5.0358
4482,CA-2017-109365,11/3/2017,11/8/2017,Standard Class,XP-21865,Rahul Shah,Consumer,India,Bhopal,Madhya Pradesh,510020,West,OFF-AP-10002998,Office Supplies,Appliances,Holmes 99% HEPA Air Purifier,43.32,2,0,14.2956
4483,CA-2017-109365,11/3/2017,11/8/2017,Standard Class,XP-21865,Ananya Kale,Consumer,India,Bengaluru,Karnataka,508812,West,OFF-BI-10003981,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",43.584,12,0.2,15.7992
4484,CA-2017-109365,11/3/2017,11/8/2017,Standard Class,XP-21865,Isha Naidu,Consumer,India,Thiruvananthapuram,Kerala,229907,West,OFF-PA-10001725,Office Supplies,Paper,Xerox 1892,116.28,3,0,56.9772
4485,CA-2017-109365,11/3/2017,11/8/2017,Standard Class,XP-21865,Arjun Deshmukh,Consumer,India,Kolkata,West Bengal,472721,West,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,9.296,2,0.2,3.0212
4486,CA-2017-109365,11/3/2017,11/8/2017,Standard Class,XP-21865,Pooja Gupta,Consumer,India,Ahmedabad,Gujarat,590704,West,OFF-PA-10000477,Office Supplies,Paper,Xerox 22,19.44,3,0,9.3312
4487,CA-2017-109365,11/3/2017,11/8/2017,Standard Class,XP-21865,Pooja Gupta,Consumer,India,Jaipur,Rajasthan,553760,West,OFF-PA-10004359,Office Supplies,Paper,Multicolor Computer Printout Paper,314.55,3,0,150.984
4488,CA-2016-162621,9/5/2016,9/11/2016,Standard Class,CA-12055,Kavya Kulkarni,Home Office,India,Jaipur,Rajasthan,312380,Central,OFF-BI-10000962,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",16.27,5,0.8,-25.2185
4489,CA-2016-162621,9/5/2016,9/11/2016,Standard Class,CA-12055,Sakshi More,Home Office,India,Bhopal,Madhya Pradesh,289489,Central,OFF-SU-10003567,Office Supplies,Supplies,Stiletto Hand Letter Openers,69.12,9,0.2,-14.688
4490,CA-2016-162621,9/5/2016,9/11/2016,Standard Class,CA-12055,Aditi Kulkarni,Home Office,India,Coimbatore,Tamil Nadu,671202,Central,OFF-BI-10003708,Office Supplies,Binders,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",4.47,3,0.8,-7.8225
4491,CA-2018-105921,8/14/2018,8/21/2018,Standard Class,JM-15250,Aditi Reddy,Consumer,India,New Delhi,Delhi,181316,West,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,418.296,3,0.2,5.2287
4492,CA-2015-150798,12/1/2015,12/3/2015,Second Class,JK-15730,Rohan Singh,Consumer,India,Udaipur,Rajasthan,133820,East,TEC-CO-10001571,Technology,Copiers,Sharp 1540cs Digital Laser Copier,659.988,2,0.4,109.998
4493,CA-2015-150798,12/1/2015,12/3/2015,Second Class,JK-15730,Trupti More,Consumer,India,Thiruvananthapuram,Kerala,250938,East,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",8.128,2,0.2,1.4224
4494,CA-2015-150798,12/1/2015,12/3/2015,Second Class,JK-15730,Sai Bhosale,Consumer,India,Kolkata,West Bengal,114700,East,OFF-PA-10001972,Office Supplies,Paper,Xerox 214,36.288,7,0.2,12.7008
4495,CA-2015-150798,12/1/2015,12/3/2015,Second Class,JK-15730,Pooja Kale,Consumer,India,Chennai,Tamil Nadu,417717,East,FUR-CH-10000015,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,909.72,6,0.3,-51.984
4496,CA-2018-112753,6/18/2018,6/23/2018,Standard Class,CC-12670,Shruti Nair,Consumer,India,Vadodara,Gujarat,216519,West,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",917.9235,9,0.15,75.5937
4497,CA-2018-112753,6/18/2018,6/23/2018,Standard Class,CC-12670,Isha Naidu,Consumer,India,Coimbatore,Tamil Nadu,677675,West,OFF-PA-10002036,Office Supplies,Paper,Xerox 1930,38.88,6,0,19.0512
4498,CA-2018-155075,12/2/2018,12/9/2018,Standard Class,GW-14605,Priya Shah,Consumer,India,New Delhi,Delhi,665254,East,OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,631.176,4,0.7,-462.8624
4499,CA-2015-103401,11/21/2015,11/26/2015,Standard Class,GR-14560,Aditya Singh,Corporate,India,Kochi,Kerala,538298,West,OFF-PA-10003309,Office Supplies,Paper,Xerox 211,12.96,2,0,6.2208
4500,CA-2017-124814,4/10/2017,4/16/2017,Standard Class,FM-14215,Aditi Mehta,Corporate,India,Udaipur,Rajasthan,176595,West,OFF-PA-10002787,Office Supplies,Paper,Xerox 227,12.96,2,0,6.2208
4501,CA-2017-124814,4/10/2017,4/16/2017,Standard Class,FM-14215,Om Patel,Corporate,India,Kochi,Kerala,166134,West,OFF-BI-10000174,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",23.2,5,0.2,8.12
4502,CA-2015-116757,6/30/2015,7/4/2015,Standard Class,MS-17980,Sakshi More,Corporate,India,Nagpur,Maharashtra,411735,Central,OFF-PA-10002005,Office Supplies,Paper,Xerox 225,25.92,5,0.2,9.072
4503,CA-2015-116757,6/30/2015,7/4/2015,Standard Class,MS-17980,Arjun Chavan,Corporate,India,Bhopal,Madhya Pradesh,686681,Central,OFF-FA-10002815,Office Supplies,Fasteners,Staples,21.312,6,0.2,7.1928
4504,US-2015-138247,12/24/2015,12/29/2015,Standard Class,BF-11170,Riya Gupta,Home Office,India,Siliguri,West Bengal,513505,West,TEC-PH-10000213,Technology,Phones,Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black,173.656,7,0.2,17.3656
4505,US-2015-138247,12/24/2015,12/29/2015,Standard Class,BF-11170,Rohan Pawar,Home Office,India,Siliguri,West Bengal,221705,West,OFF-AP-10000828,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,361.96,2,0,101.3488
4506,US-2015-138247,12/24/2015,12/29/2015,Standard Class,BF-11170,Shruti Verma,Home Office,India,Thiruvananthapuram,Kerala,487818,West,TEC-AC-10004708,Technology,Accessories,Sony 32GB Class 10 Micro SDHC R40 Memory Card,62.85,3,0,13.1985
4507,US-2015-138247,12/24/2015,12/29/2015,Standard Class,BF-11170,Sai More,Home Office,India,Bhopal,Madhya Pradesh,440326,West,TEC-PH-10001530,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone,818.376,3,0.2,51.1485
4508,US-2015-138247,12/24/2015,12/29/2015,Standard Class,BF-11170,Vivaan Sharma,Home Office,India,Hyderabad,Telangana,521614,West,OFF-ST-10002301,Office Supplies,Storage,Tennsco Commercial Shelving,20.34,1,0,0.2034
4509,US-2015-138247,12/24/2015,12/29/2015,Standard Class,BF-11170,Trupti Bhosale,Home Office,India,Surat,Gujarat,548385,West,FUR-FU-10002554,Furniture,Furnishings,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",23.99,1,0,5.5177
4510,CA-2018-167003,5/23/2018,5/29/2018,Standard Class,VS-21820,Sakshi Naidu,Consumer,India,Warangal,Telangana,412536,West,FUR-TA-10001520,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",171.288,3,0.2,-6.4233
4511,CA-2017-119935,11/10/2017,11/14/2017,Standard Class,KM-16225,Priya Joshi,Corporate,India,Thiruvananthapuram,Kerala,225781,Central,FUR-FU-10001085,Furniture,Furnishings,3M Polarizing Light Filter Sleeves,37.3,2,0,17.158
4512,CA-2017-119935,11/10/2017,11/14/2017,Standard Class,KM-16225,Pooja Verma,Corporate,India,Thiruvananthapuram,Kerala,133949,Central,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",81.96,2,0,39.3408
4513,CA-2017-118969,10/2/2017,10/3/2017,First Class,LP-17095,Priya Joshi,Consumer,India,Jaipur,Rajasthan,502396,West,OFF-BI-10002429,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",54.792,6,0.7,-40.1808
4514,CA-2017-145240,9/6/2017,9/8/2017,First Class,BG-11740,Aarav Deshmukh,Consumer,India,Indore,Madhya Pradesh,157771,Central,OFF-ST-10001590,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",10.784,1,0.2,0.8088
4515,CA-2017-120873,10/27/2017,11/1/2017,Second Class,BW-11200,Atharva Singh,Consumer,India,Udaipur,Rajasthan,370942,South,FUR-CH-10000847,Furniture,Chairs,Global Executive Mid-Back Manager's Chair,290.98,1,0,75.6548
4516,US-2018-111920,10/22/2018,10/26/2018,Standard Class,PS-18970,Yash Joshi,Home Office,India,New Delhi,Delhi,391545,Central,OFF-AR-10003179,Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils,36.44,4,0,12.0252
4517,US-2017-128678,9/15/2017,9/20/2017,Standard Class,RB-19570,Rahul Joshi,Consumer,India,Udaipur,Rajasthan,289026,West,OFF-PA-10000807,Office Supplies,Paper,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",21.4,5,0,10.058
4518,US-2017-128678,9/15/2017,9/20/2017,Standard Class,RB-19570,Sakshi Kulkarni,Consumer,India,New Delhi,Delhi,258133,West,OFF-BI-10002103,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",48.664,7,0.2,15.8158
4519,CA-2017-101385,9/25/2017,10/1/2017,Standard Class,JW-16075,Trupti Nair,Consumer,India,Udaipur,Rajasthan,319291,West,OFF-AR-10004441,Office Supplies,Art,BIC Brite Liner Highlighters,16.56,4,0,6.9552
4520,CA-2018-107167,6/10/2018,6/14/2018,Standard Class,ND-18460,Aarav Bhosale,Corporate,India,Kolkata,West Bengal,160889,South,OFF-ST-10003805,Office Supplies,Storage,"24 Capacity Maxi Data Binder Racks, Pearl",1347.52,8,0.2,84.22
4521,CA-2015-109491,2/20/2015,2/26/2015,Standard Class,LC-16930,Arjun Bhosale,Corporate,India,Coimbatore,Tamil Nadu,414329,Central,TEC-AC-10001284,Technology,Accessories,Enermax Briskie RF Wireless Keyboard and Mouse Combo,62.31,3,0,22.4316
4522,CA-2015-109491,2/20/2015,2/26/2015,Standard Class,LC-16930,Shruti More,Corporate,India,New Delhi,Delhi,648193,Central,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",20.32,4,0,6.9088
4523,CA-2018-105445,2/20/2018,2/25/2018,Second Class,BP-11095,Nikhil Naidu,Corporate,India,Kolkata,West Bengal,442932,West,OFF-FA-10001229,Office Supplies,Fasteners,Staples,9.432,3,0.2,3.0654
4524,CA-2015-107454,11/2/2015,11/6/2015,Standard Class,RD-19720,Atharva Patel,Consumer,India,Pune,Maharashtra,627982,East,OFF-LA-10001569,Office Supplies,Labels,Avery 499,34.86,7,0,16.0356
4525,CA-2015-107454,11/2/2015,11/6/2015,Standard Class,RD-19720,Aarav Kale,Consumer,India,Udaipur,Rajasthan,266840,East,FUR-FU-10004018,Furniture,Furnishings,Tensor Computer Mounted Lamp,89.34,6,0,24.1218
4526,US-2018-105046,7/17/2018,7/23/2018,Standard Class,BE-11335,Rohan Joshi,Home Office,India,Ahmedabad,Gujarat,250945,East,TEC-PH-10004536,Technology,Phones,Avaya 5420 Digital phone,269.98,2,0,67.495
4527,US-2018-105046,7/17/2018,7/23/2018,Standard Class,BE-11335,Riya Kale,Home Office,India,New Delhi,Delhi,667358,East,OFF-PA-10004353,Office Supplies,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes,99.9,5,0,47.952
4528,US-2018-105046,7/17/2018,7/23/2018,Standard Class,BE-11335,Isha Jadhav,Home Office,India,Udaipur,Rajasthan,143305,East,FUR-FU-10004848,Furniture,Furnishings,DAX Solid Wood Frames,39.08,4,0,14.4596
4529,CA-2018-152856,9/8/2018,9/10/2018,Second Class,RS-19765,Sai Shah,Corporate,India,Bengaluru,Karnataka,534503,East,TEC-AC-10004864,Technology,Accessories,Memorex Micro Travel Drive 32 GB,116.832,4,0.2,33.5892
